assembly_accession	origin	terminus	length
GCF_000340645.1	1924580	423580	2757856
GCF_000340705.1	1600370	29260	2857526
GCF_000194745.1	25670	2420240	4413616
GCF_000511355.1	3968600	1697290	4144900
GCF_000195515.1	3698820	1535110	3937511
GCF_000248435.2	2800	950720	1892857
GCF_000248415.2	2800	1026630	1968610
GCF_000204275.1	2800	1908710	3995227
GCF_000359625.1	2780	1174230	2395134
GCF_000204295.1	48240	2746640	5434353
GCF_000497265.2	4973710	2556630	4978382
GCF_000219515.2	4168270	1643540	4987957
GCF_000237285.1	23020	925910	1755458
GCF_000271325.1	135130	2234060	3969327
GCF_000486405.2	687030	3027750	4864410
GCF_000237305.1	4790	2841730	6283062
GCF_000240165.1	4790	2841540	6282967
GCF_000277285.1	1105920	599290	1112372
GCF_000277305.1	1106510	590210	1112957
GCF_000213905.2	1142590	574200	1143694
GCF_002224345.1	810	2629850	5312355
GCF_000299995.1	270	2273480	4480507
GCF_000310085.1	150	2449230	4643844
GCF_000300175.1	1090	2404420	4629479
GCF_000299955.1	810	2382610	4601785
GCF_002993285.1	334000	2331570	4006485
GCF_000231925.1	2032120	966700	2034321
GCF_000231905.1	2156500	956470	2183059
GCF_000600055.1	1994870	1033010	2107842
GCF_000231865.1	2083730	934390	2096866
GCF_000231885.1	2175460	1015800	2177656
GCF_000221045.1	5164230	2497150	5186898
GCF_000225465.1	2400	326180	615380
GCF_000209675.1	1314330	1040	2687335
GCF_000225445.1	48110	341170	641794
GCF_011064845.1	4929200	2402410	4957773
GCF_000225265.1	10050	2594640	4983975
GCF_003534205.1	790	1714190	3406292
GCF_000204665.1	2905110	1432210	2913900
GCF_000240325.1	1407890	4437610	5974109
GCF_000241585.2	2901210	1366790	2902389
GCF_000953715.1	581450	1563380	2053097
GCF_000767685.1	2442710	1228630	2442826
GCF_000211545.4	780	497110	985433
GCF_000478545.1	5483840	2638300	5514320
GCF_000204625.1	2026620	1009940	2028815
GCF_001050475.1	1780530	498630	2590556
GCF_000441815.1	716670	191820	1038870
GCF_000441795.1	716250	191820	1038442
GCF_000252875.1	4104300	1592580	4876219
GCF_003584725.1	2030	1707470	3268122
GCF_000226625.1	7970	861870	1638559
GCF_000213955.1	870	900530	1726519
GCF_000568855.2	5220630	1767040	6283316
GCF_902172305.2	6373610	3104680	6395872
GCF_000292915.1	3457990	1870540	3463655
GCF_000521525.1	13470	318640	643504
GCF_000521545.1	13470	318640	643502
GCF_000521565.1	13470	318690	643517
GCF_000521585.1	13470	318680	643510
GCF_000572125.1	4402650	2027170	4407929
GCF_000572155.1	4396620	2031560	4401899
GCF_000572175.1	4394130	2027880	4399405
GCF_000219085.2	4895670	2636370	4895755
GCF_000250925.1	2450	887710	1781029
GCF_000018705.1	4029100	1494860	4858887
GCF_000212975.1	313940	2252720	4124236
GCF_000212455.1	1580	1498840	3021822
GCF_000215745.1	1495020	4063660	5280350
GCF_011765625.1	4018460	1933110	4029210
GCF_000245495.1	2570	1324150	2692570
GCF_000731315.1	4175630	1783330	4647962
GCF_000731295.1	4084540	1684590	4599166
GCF_000503895.1	237420	2246980	3653837
GCF_000227645.1	2004730	1047370	2117717
GCF_000486345.2	4780670	2325680	4819807
GCF_000330485.2	780	2278350	4694842
GCF_000487615.2	1176690	3524220	4737447
GCF_000486045.2	4716340	2341600	4751206
GCF_000218305.1	2974380	1456880	2976163
GCF_000270225.1	403440	1690290	2339898
GCF_000816225.1	1210	725440	1502102
GCF_008630635.1	3541740	1767210	3561992
GCF_004345045.1	26200	831310	1524978
GCF_008245045.1	1810	720530	1524917
GCF_000816185.1	1463230	700760	1465081
GCF_000217615.1	2558160	1294070	2560282
GCF_000218585.1	156980	2051450	3539447
GCF_000215325.1	95690	1943340	3481091
GCF_013372245.1	1611220	804740	1628950
GCF_001643955.1	610	908060	1753385
GCF_001643975.1	50270	843410	1753277
GCF_002139935.1	1586600	778910	1594554
GCF_002220795.1	830	847660	1752258
GCF_002220735.1	830	880620	1757292
GCF_002220755.1	1150	872810	1725016
GCF_004803775.1	26830	1048140	1860007
GCF_001190755.1	1558670	815620	1641887
GCF_003660105.1	11830	947190	2006909
GCF_006165035.1	464900	1534280	2006108
GCF_003660085.1	14490	1000820	2055914
GCF_003346775.1	2674360	1317390	2867150
GCF_003544835.1	1956950	989860	1969846
GCF_004214815.1	1912860	907530	1915080
GCF_003355515.1	1910620	920990	1915613
GCF_000270245.1	13190	2681240	5683123
GCF_009684715.1	1986760	917950	2019124
GCF_000221205.1	21260	723610	1278471
GCF_000520875.1	3998100	1593060	4378440
GCF_000253275.1	11040	1868960	3559884
GCF_000270465.1	30	1426890	2595888
GCF_000221645.1	3700550	1535400	3939203
GCF_000222975.1	1107170	3199230	4553770
GCF_000834755.1	2434450	337690	4569625
GCF_000219455.1	1420	1084240	2385301
GCF_000215345.2	2234900	1177330	2253233
GCF_000219915.2	4326920	2083320	4365995
GCF_000218915.1	8655270	4024600	8663821
GCF_000225955.1	4154540	2029550	4352825
GCF_000284375.1	645760	5447070	9207384
GCF_000262325.2	5959890	2960780	5962570
GCF_000264555.1	6949640	3548410	6980251
GCF_001687605.2	2270	1686690	3261818
GCF_000281915.1	6655350	3440430	6666321
GCF_000281895.1	6342850	3051410	6368168
GCF_000263695.1	7780	3403270	6602611
GCF_002209105.2	4012010	1286620	5256950
GCF_002983645.1	3088070	351050	5277316
GCF_003072445.1	1451420	4188510	5299262
GCF_005014075.1	450	2689530	5277234
GCF_000220705.2	6835910	3230140	7137891
GCF_900249875.1	3429740	1662480	3497670
GCF_900250125.1	3559190	1663070	3638823
GCF_013315775.1	3429940	1450750	3703795
GCF_002105755.1	4093040	1286580	5581643
GCF_000240075.2	2927310	1188650	3162432
GCF_000219535.2	5112450	2512560	5114147
GCF_000220885.1	1941140	1009050	1943113
GCF_000325665.1	1884240	558330	2555556
GCF_000219705.1	5972490	2974770	5984790
GCF_000219215.1	11390	1918170	3872936
GCF_000241055.1	382040	1370800	1833925
GCF_001650275.1	60	2818910	5509528
GCF_001650295.1	60	3013470	5831209
GCF_002208865.2	2461030	5128120	5548751
GCF_008462425.1	3171270	573020	5444610
GCF_008727135.1	1953750	4564350	5498215
GCF_008727155.1	2540560	5158230	5492765
GCF_008727175.1	4526200	1855510	5557507
GCF_008727195.1	2991240	181360	5530826
GCF_014396785.1	487540	1578340	2417654
GCF_000219805.1	778740	40	1422478
GCF_000233915.3	134900	1722860	3452554
GCF_000223215.1	3274490	1716560	3304788
GCF_000344575.1	21350	1208980	2421471
GCF_000219275.1	11610	1717090	3184320
GCF_000253375.1	4476680	2125640	4482059
GCF_000986765.1	4533200	1993810	5292862
GCF_000299235.1	6710	1309660	2406157
GCF_000275625.1	2420	1006690	1908100
GCF_000253335.1	2215320	1126490	2217184
GCF_000245515.1	4515400	1877460	5263980
GCF_009883755.1	866220	265380	1315476
GCF_000219875.1	3112020	1476200	3124048
GCF_000220485.1	4997400	2394600	5259571
GCF_004328535.1	20100	1425870	2809846
GCF_001888965.1	2002900	1041830	2004337
GCF_001021025.1	4420	1355760	2692072
GCF_000298555.2	1157750	574620	1161434
GCF_000220005.1	4469410	1879890	5239207
GCF_000223945.1	6168730	2482590	6742964
GCF_000223965.1	6333980	2639440	6719211
GCF_000219765.1	2160	1100290	2167264
GCF_000253395.1	2380	1005440	1929905
GCF_000772105.1	480	1657240	3294490
GCF_000309565.2	2907180	1399130	2907892
GCF_001620305.1	1925320	4452910	5139988
GCF_000576145.2	2729170	1312450	2729888
GCF_000227465.1	540	2048020	4207222
GCF_000227485.1	1420	1924920	4011949
GCF_000237325.1	5849990	2847040	5864546
GCF_013201665.1	3131700	1612780	3209085
GCF_013201935.1	2514370	1314550	2621880
GCF_015074805.1	2461300	766480	3389351
GCF_000221985.1	2190120	1075110	2190731
GCF_009931455.1	2219980	1070	4195186
GCF_000236215.2	5110	1836380	3572953
GCF_000255955.1	1552820	638010	1664587
GCF_000224535.1	1508670	637830	1624979
GCF_000224555.1	1559760	763880	1646139
GCF_000224575.1	1578400	805590	1607577
GCF_000315955.1	1509470	753080	1614447
GCF_000317875.1	83990	900140	1494183
GCF_003112185.1	4824810	2036170	5648177
GCF_003112225.1	5055380	2085240	5785882
GCF_014607535.1	4501210	1804340	5343037
GCF_014607555.1	4346160	1344320	5457980
GCF_014607575.1	4572340	1968150	5418923
GCF_014622965.1	4605730	1927380	5408598
GCF_014622985.1	720	2492640	5458415
GCF_014623185.1	4346320	1344360	5458186
GCF_014623205.1	4328880	1348440	5419044
GCF_014623225.1	720	2845120	5205721
GCF_014623245.1	4544070	1869720	5385895
GCF_014623405.1	4630580	1963640	5472396
GCF_014623425.1	4543990	1865360	5385819
GCF_003112165.1	4732730	1859220	5631913
GCF_003112205.1	4275530	1669970	5057506
GCF_003112245.1	4429820	1804220	5198840
GCF_003112145.1	2298120	5218110	5391064
GCF_003586065.1	4544080	1865390	5385924
GCF_002716885.1	470	2212450	4903701
GCF_000283495.2	601040	1841400	2474718
GCF_003010495.1	882500	2244420	2478942
GCF_000237365.1	481570	2133640	3023440
GCF_003119195.2	393590	1829040	3049901
GCF_000473275.1	3937400	1601010	4707648
GCF_000739085.1	1990	3648960	7237391
GCF_010731835.1	3216630	938910	4155701
GCF_000246835.1	1986430	924610	1988420
GCF_000224985.1	2057210	995360	2066652
GCF_000317895.1	2520	2101420	3988594
GCF_900048035.1	574800	125130	938041
GCF_000298115.2	2499290	1226700	2500564
GCF_000318525.1	722710	196900	1044026
GCF_000318545.1	722600	196830	1044023
GCF_000318565.1	722910	196900	1044377
GCF_000318585.1	720950	195560	1042585
GCF_000318605.1	720540	195310	1042140
GCF_000318625.1	720950	195560	1042560
GCF_000304495.1	721250	195910	1042903
GCF_000318665.1	721010	195630	1042625
GCF_000318685.1	727160	201660	1048812
GCF_000304515.1	721210	195560	1042736
GCF_000304535.1	721220	195560	1042743
GCF_000318705.1	721270	195730	1042789
GCF_000318745.1	720640	195620	1042171
GCF_000318765.1	721010	195930	1042630
GCF_000318785.1	719070	195930	1042783
GCF_000318805.1	720820	195570	1042447
GCF_000318825.1	717750	192410	1039261
GCF_000318845.1	717480	192370	1039084
GCF_000318865.1	717210	192220	1038819
GCF_000318885.1	717240	192410	1038839
GCF_000318905.1	717230	192420	1038864
GCF_000318925.1	717230	192420	1038864
GCF_000318945.1	717350	192420	1038876
GCF_000318965.1	717250	192420	1038881
GCF_000318985.1	717090	193910	1038720
GCF_000319005.1	717230	192420	1038879
GCF_000319025.1	717230	192420	1038864
GCF_000319045.1	717090	192420	1038718
GCF_000319065.1	717230	192420	1038864
GCF_000319085.1	717220	192460	1038848
GCF_000319105.1	717640	192270	1039257
GCF_001021065.1	2411980	1186810	2419437
GCF_000227625.1	4470940	1699160	5313531
GCF_003991875.1	1397630	3003750	3555647
GCF_000494385.3	780	2377900	4798531
GCF_000743945.1	1953370	981040	1959069
GCF_001277255.1	4342830	2121800	4347991
GCF_001277175.1	8160	2172520	4307096
GCF_000284535.1	2540	1375740	2832299
GCF_003544875.1	2230	1564430	3136974
GCF_000831645.3	2650380	1238070	2790548
GCF_000248375.2	2366970	1162640	2368850
GCF_000382965.1	2570	1361320	2759835
GCF_000382985.1	2570	1360870	2759457
GCF_000383005.1	2570	1360980	2759328
GCF_000967325.1	2570	1361380	2759510
GCF_000967345.1	2570	1361170	2759512
GCF_000967365.1	2570	1361290	2759883
GCF_000967385.1	2570	1361160	2759473
GCF_000967405.1	2570	1361140	2759263
GCF_000319125.1	716980	192360	1038541
GCF_000319145.1	717090	193910	1038746
GCF_000319165.1	717830	192420	1039428
GCF_000234745.1	1855740	710740	2349518
GCF_000224965.2	1938540	929380	1938583
GCF_011764545.1	7827570	2666220	9607004
GCF_003692675.1	4706320	2129840	4736282
GCF_000759475.1	539410	2741280	4327607
GCF_000828615.1	1850	1598820	3129662
GCF_002006565.1	1868150	414240	3230507
GCF_000441535.1	2870	921690	1975547
GCF_003590695.1	4732380	2348930	4732430
GCF_002356415.1	890	972170	1889005
GCF_002847445.1	2810810	909660	3985112
GCF_003627815.1	7562700	3764960	8393044
GCF_005014055.1	4908020	2459970	4955402
GCF_005171095.1	420	2491890	5064577
GCF_005037845.1	430	3042290	5532455
GCF_008001015.1	3473350	1580800	3475711
GCF_001483945.1	5545250	2687800	5611261
GCF_900236475.1	21450	4946500	8983317
GCF_900236505.1	21450	4946500	8983317
GCF_002243555.1	7780	1634290	3329895
GCF_004214795.1	2280	1383940	2657991
GCF_000235545.1	3729010	1373530	4637962
GCF_000239475.1	460050	3350	905534
GCF_010977575.1	1295590	3672710	4753299
GCF_000226035.2	5513150	2006730	6377271
GCF_003515985.1	1082620	3022640	4015569
GCF_002158865.1	4507580	2430630	4522913
GCF_000230555.1	3493740	1324600	3944837
GCF_001686985.1	6261080	2889460	6268270
GCF_002367975.1	529790	4102660	6565356
GCF_000226565.1	4126020	1989850	4134229
GCF_012222825.1	14250	859540	1674180
GCF_012222965.1	12420	916040	1750491
GCF_000252895.1	3861880	1617960	4580866
GCF_001275365.1	1344320	511010	1516676
GCF_001653955.1	430650	1124160	1540768
GCF_000281535.2	300	2701090	5394056
GCF_000299435.1	2930	1419850	2815863
GCF_000259155.4	2402780	1198500	2404921
GCF_000241855.1	2337820	1138970	2337938
GCF_000227175.1	2337490	1138970	2337606
GCF_000241785.1	2846140	1432010	2846739
GCF_000233755.1	2960130	1389120	2960339
GCF_000767465.1	2463060	671550	3979506
GCF_001885235.1	54900	1084500	1922599
GCF_014844275.1	1845380	822310	1870546
GCF_000831935.2	4865040	2402860	4932920
GCF_002846995.1	2818420	355220	4918850
GCF_003718335.1	4869680	2399710	4937554
GCF_013334125.1	4854410	2395330	4922289
GCF_013334145.1	4853830	2395330	4924702
GCF_013334185.1	4866670	2417620	4934537
GCF_017161585.1	4851700	2402880	4919542
GCF_000258385.1	2335630	1138820	2337628
GCF_000284555.1	6734070	3457810	6764661
GCF_000305935.1	2938930	1388590	2939057
GCF_000283975.1	1260	948710	1846178
GCF_002368035.1	4152770	650840	6452482
GCF_000242855.2	3927590	2040440	3928857
GCF_000231215.1	1126340	6320	2488626
GCF_003609715.1	5075870	2542490	5080450
GCF_000968535.2	1730	2307580	4668296
GCF_000759515.1	340	959200	1935028
GCF_000271365.1	6380870	3073120	6402658
GCF_000275645.1	2764540	1242000	3041360
GCF_000281435.2	300	2701090	5395263
GCF_000277895.2	4680310	2354400	4788142
GCF_002072815.1	4732070	2376600	4733951
GCF_000455605.1	11410	1522380	2993089
GCF_000341355.1	40	811510	1596490
GCF_000384965.1	1624480	834900	1624667
GCF_000341385.1	12230	898370	1802699
GCF_000236145.1	510	1851470	3635360
GCF_000236165.1	3267610	1238440	3689573
GCF_000648735.3	6570	3351430	6555569
GCF_000800275.1	183360	1378870	2179483
GCF_000233595.1	76630	2362720	4586378
GCF_000273375.1	468860	1323820	1834009
GCF_002211765.1	2574830	1310240	2587498
GCF_000419385.1	24040	2000770	3951920
GCF_000419405.1	24000	2089390	4001621
GCF_000419425.1	24000	2038050	3906795
GCF_000304555.1	4412810	2047860	4418088
GCF_000355695.1	1801100	420170	3063596
GCF_000969785.1	720970	195520	1042626
GCF_000969805.1	721100	195750	1042731
GCF_000302575.1	241370	2287360	3957368
GCF_003698225.1	139860	2740030	4764247
GCF_000238175.1	407560	1367960	2123773
GCF_000238195.1	1156080	2105160	2107023
GCF_000236475.1	1650	1217680	2452616
GCF_000235765.1	4938810	2453660	4968248
GCF_003606285.1	475300	10	957653
GCF_000344335.2	6278490	3054780	6439609
GCF_000344355.2	6570	3325930	6555571
GCF_000277165.1	14310	594230	1109804
GCF_000277185.1	70	596110	1111454
GCF_000277205.1	50	596080	1111445
GCF_000277225.1	60	594240	1109051
GCF_000277245.1	341980	952440	1111969
GCF_000277265.1	50	610490	1112101
GCF_000283815.1	100	690230	1269837
GCF_000283935.1	1203970	505090	1270751
GCF_000283775.1	100	693780	1270083
GCF_000283835.1	100	690110	1269774
GCF_000283955.1	1160080	475970	1255681
GCF_000283795.1	100	693760	1267197
GCF_000283915.1	1143100	515850	1150228
GCF_000284195.1	12060	722220	1300386
GCF_000252365.1	12830	712860	1275720
GCF_000284155.1	30210	728750	1296670
GCF_000284055.1	235230	920660	1407796
GCF_000283855.1	131090	717750	1263719
GCF_000284075.1	130700	827470	1290368
GCF_000284175.1	699790	1276750	1279798
GCF_000234825.3	2170	1045220	1900740
GCF_001855275.1	3086630	574970	5041230
GCF_002952135.1	1059690	3598010	4939655
GCF_000344475.3	6537500	3082110	6674594
GCF_002291445.1	4202160	1719730	5360730
GCF_000264455.2	3795470	1845060	3919492
GCF_000236605.1	2050	1845570	3596620
GCF_000238995.1	915610	449000	919992
GCF_000312685.1	1330	1235820	2250427
GCF_002355215.1	2095700	1003710	2097874
GCF_000247715.1	5667500	2711120	5669805
GCF_000270385.1	1165690	579770	1169374
GCF_000270405.1	1168560	582570	1172197
GCF_000270425.1	1168500	582560	1172182
GCF_000270445.1	1168350	582570	1172032
GCF_000283755.1	2420	416130	817176
GCF_000236255.1	1995660	1032990	2108637
GCF_000297155.3	1760	4039050	7950181
GCF_000283695.1	2380	1911280	4019861
GCF_000262145.1	2190	1063240	2171609
GCF_000240015.1	2487340	1260840	2489623
GCF_000240035.1	2520610	1269400	2522885
GCF_000240055.1	2496490	1270020	2498766
GCF_000237065.1	540280	4303010	6845832
GCF_001029245.1	47170	613810	1160484
GCF_900015215.1	2466590	1178590	2581778
GCF_000400855.1	2490	437980	921093
GCF_004171285.1	1369740	679780	1484007
GCF_000250655.1	8701140	4124920	8739048
GCF_000238395.3	15460	1986370	3840834
GCF_000238255.3	920	1540810	3154175
GCF_002777455.1	2348420	1205680	2348962
GCF_001553195.1	734610	241370	897443
GCF_001596175.2	2965710	1132290	3931222
GCF_001618465.2	2965710	1132290	3931222
GCF_001618505.2	2965710	1219580	3853453
GCF_001618545.2	2965710	1132290	3931222
GCF_002022025.1	1696120	3535630	3986480
GCF_002022045.1	1441690	3328220	4184507
GCF_002022065.1	1631110	3733850	4006214
GCF_002022085.1	1693560	4000870	4245829
GCF_002023235.2	996490	3210630	4116824
GCF_002024825.1	993100	3078340	3974275
GCF_002277995.2	516050	2734670	4074206
GCF_002310515.1	2544540	640300	4093812
GCF_002310535.1	2544540	640300	4093812
GCF_002951395.1	969960	2797100	3998386
GCF_002951455.1	1494940	3322070	3998385
GCF_009697265.1	2094280	156580	4203861
GCF_009810215.1	2105990	144860	4316163
GCF_014702245.1	2094280	156580	4201198
GCF_016838625.1	2649950	493760	3957392
GCF_000240095.2	2544540	640300	4093812
GCF_000305785.2	2754890	669860	4300227
GCF_000478255.1	10	1336990	2554693
GCF_000255935.1	2337530	1138830	2337657
GCF_000283895.1	3800860	1585240	4305723
GCF_014961145.1	1378280	400090	2120336
GCF_010731755.1	1908280	2550	4224047
GCF_000237125.2	2600	1420860	2795015
GCF_000313635.1	750400	371290	836897
GCF_009498215.1	3387160	1309330	3927797
GCF_016865385.1	68820	1677150	2929991
GCF_000832905.1	2203570	469600	3366995
GCF_010669205.1	3153420	6180840	6197116
GCF_005484965.1	130	2262410	4891702
GCF_002706795.1	2143320	4751340	5400144
GCF_002104335.1	1923340	1022720	1931011
GCF_001077535.1	260	2093880	4109692
GCF_000331995.1	2943180	1433650	2974379
GCF_000349885.2	2938930	1433180	2970010
GCF_001697245.1	3004540	1433930	3035622
GCF_000344785.1	7050	1480110	2839551
GCF_000341345.1	639850	2101940	3135752
GCF_000468495.1	3538120	1875450	3693999
GCF_000331025.1	1080900	2749010	3703034
GCF_013376455.1	2879200	683830	4388462
GCF_002043005.1	968060	3187760	4671477
GCF_900603025.1	630	2440440	5269097
GCF_001953955.1	280850	1358880	1965935
GCF_004136195.1	2492830	1270190	2495002
GCF_001045685.1	6296500	3037630	6317050
GCF_000818015.1	4365050	2085050	4383480
GCF_018398935.1	5141010	1822100	6592641
GCF_008386315.1	3418010	1666680	3420275
GCF_000512205.2	5447720	2357410	6205897
GCF_000300235.2	4408160	2118450	4576570
GCF_000504085.1	132310	1323980	2169860
GCF_000504105.1	1081620	2146150	2165165
GCF_000816145.1	1199000	66410	2165416
GCF_000279165.1	11020	2110020	4174118
GCF_000239235.1	2570	1438790	2846546
GCF_000512165.1	5273820	2642530	5307003
GCF_000283875.1	76260	2368230	4605545
GCF_002355775.1	5894750	2966650	5899681
GCF_002356495.1	2098000	5074410	5914588
GCF_003815695.1	1385580	4068510	5459074
GCF_003815855.1	4861400	2096740	5458793
GCF_000484195.3	780	2377900	4797172
GCF_000430105.1	1027770	3432380	4793479
GCF_009648795.1	61320	2465960	4794364
GCF_000486855.2	4557550	2264310	4592393
GCF_000487035.2	4844760	2456150	4879583
GCF_000487015.2	4721190	2376220	4756014
GCF_000486765.2	500	2311550	4555576
GCF_000493295.2	4843150	2346710	4876720
GCF_000397205.1	6836310	3394550	6867980
GCF_900560965.1	6838540	3394490	6868303
GCF_000286435.2	519340	2377990	3799539
GCF_000835085.1	1015600	555760	1017333
GCF_001281385.1	1713430	815990	1714148
GCF_000240185.1	370	2667680	5333942
GCF_000967425.1	3802220	1724720	4239731
GCF_018326425.1	2060	1635780	3197230
GCF_000258905.1	2899800	1420320	2901562
GCF_000262385.1	2650	2071450	4238624
GCF_000258125.2	4280330	2033850	4286821
GCF_000338315.1	5243190	2531630	5255772
GCF_000961095.1	2276600	4975590	5749967
GCF_000284035.1	6003150	3118980	6194645
GCF_003177055.1	3773950	1839110	4198614
GCF_003100575.1	3690190	1580930	4162966
GCF_002288485.1	3591470	1538580	3986633
GCF_000299355.1	20180	1608460	3105335
GCF_001975605.1	3960250	1597790	4691807
GCF_000241125.1	749480	353230	837480
GCF_000347635.1	5187890	2692080	5413691
GCF_000248095.2	2325760	1152690	2326299
GCF_000251085.2	17500	1169590	2150813
GCF_001887535.1	1750	2178680	3984240
GCF_002155245.1	3835360	1790820	3873214
GCF_000723425.2	6331350	3139830	6336293
GCF_000255915.1	1857220	700620	2402218
GCF_000245535.1	3739310	1513570	4768352
GCF_001050395.1	5244310	2635050	5257136
GCF_009429125.1	4193290	2014990	4208275
GCF_000296575.1	10690	1430080	2765477
GCF_001011135.1	4610	926680	1899252
GCF_000250675.2	13230	4705100	9436348
GCF_000245355.1	1866380	6442870	10145833
GCF_000299455.1	450	2685650	5273097
GCF_000299475.1	430	2684040	5312586
GCF_001051995.2	3078810	991590	4171754
GCF_000376705.1	2492050	1121960	2494190
GCF_000250855.1	1530	1563550	3007450
GCF_004763665.1	2841220	1444570	2843285
GCF_000724525.1	1084530	4024630	5865090
GCF_000963575.1	5083210	2340950	5107633
GCF_002216835.1	3548420	611100	6139574
GCF_002290285.1	2602350	5539500	6138996
GCF_003074075.1	3700560	800860	5935069
GCF_004102625.1	2947720	5912280	5914592
GCF_007106885.1	5778990	2791540	6067133
GCF_008693565.1	3037640	6900	6114383
GCF_008931605.1	325030	3257950	5876662
GCF_009930855.1	4154370	1336450	5699220
GCF_010093005.1	4584440	1445380	6150416
GCF_013610655.1	5951610	2977870	5993220
GCF_013624375.1	820	3298320	6041083
GCF_013636415.1	820	2964750	6015151
GCF_013732655.1	820	2863680	5850397
GCF_013926025.1	3337070	365440	5841500
GCF_014217275.1	6149360	3029460	6149586
GCF_015139575.1	5893160	2955710	5935402
GCF_015999385.1	5799880	2911800	5847354
GCF_016616645.1	758340	3733070	5907184
GCF_016618215.1	2328260	5378580	6330740
GCF_017348855.1	5880770	2899310	5924548
GCF_017639895.1	1000	3205990	6248475
GCF_017798285.1	1958740	4815080	5791694
GCF_017815775.1	2924790	5842700	5845628
GCF_018139045.1	3962980	1062020	5830883
GCF_018140945.1	6468700	3312490	6473323
GCF_018604105.1	1034880	4074330	6039729
GCF_000299255.1	450	2676380	5253138
GCF_000271445.1	2800	1766030	3426323
GCF_000258725.1	2420	1834700	3740238
GCF_000454045.1	6279180	3117800	6281198
GCF_000971925.1	4205450	1942690	4215633
GCF_003584745.1	6056630	3001800	6061597
GCF_001305675.1	11050	2022860	4428727
GCF_003429485.1	1177940	3095710	3934431
GCF_003429505.1	1168570	3011430	3803942
GCF_003429525.1	867430	2737000	3861885
GCF_000349225.1	4857260	1930610	5321499
GCF_017357245.1	4362950	2102280	4365990
GCF_017357265.1	4341810	2131890	4343326
GCF_017357225.1	4514560	2065040	4517603
GCF_017352135.1	2048750	690	4527163
GCF_000263215.1	4267530	2126580	4268675
GCF_000277145.1	2050	2745950	5409696
GCF_000276825.1	2050	2621520	5501090
GCF_010731935.1	1873790	4476820	5527834
GCF_016755955.1	18380	2645660	5412210
GCF_016755975.1	17150	2707790	5588488
GCF_016756015.1	2130	2643550	5615686
GCF_016756035.1	2130	2887570	5739349
GCF_016756055.1	2130	2618200	5332910
GCF_016756275.1	2130	2638360	5429978
GCF_016756295.1	17150	3027470	5533584
GCF_000255615.2	1000	1754660	3554854
GCF_000334875.3	1520	2712310	5193616
GCF_000785105.2	859000	1853390	2095860
GCF_000418535.1	1920	2972870	5521023
GCF_000331445.1	4415920	2044000	4421197
GCF_900683625.1	2382580	555740	3685675
GCF_000314895.2	466640	2248640	3873423
GCF_000314835.2	353150	2480830	4343079
GCF_001941825.1	3689900	339780	6987670
GCF_000284115.1	327660	2078420	3803225
GCF_000247565.1	330420	688210	719535
GCF_000471025.2	431990	959960	1059583
GCF_000255295.1	6450	5246820	10080619
GCF_001708405.1	2490200	1255550	2496140
GCF_000255355.1	132130	778780	1369927
GCF_000600105.1	4657480	2205020	4662822
GCF_000284015.1	41470	2595320	4875340
GCF_000304215.1	11890	1142010	2167304
GCF_000512395.1	1808650	665650	2307684
GCF_000344745.1	4210880	1948300	4215610
GCF_000257545.3	3889280	498370	6778052
GCF_000714515.1	5868770	2429010	6264404
GCF_002355475.1	6157620	3132800	6183134
GCF_001042595.1	2633580	1302880	2635669
GCF_001042615.1	2323250	1037850	2337234
GCF_001042635.1	3158200	1636590	3158347
GCF_001042695.1	1796740	885770	1797862
GCF_000284415.1	2196990	294290	3876289
GCF_000341875.1	2420	1860240	3910324
GCF_000455585.1	2470	1864960	3889532
GCF_001767335.1	2830	3035330	5846746
GCF_015277635.1	1382520	3785490	4899898
GCF_002163775.1	5336760	2590220	5398926
GCF_000568815.1	3174640	1581040	3175729
GCF_001014285.1	1060	927590	1811968
GCF_001547715.1	1060	927580	1811124
GCF_016864955.1	4649400	2313280	4691273
GCF_000255535.1	1060	2465060	4962173
GCF_016919665.1	1615760	572580	2018259
GCF_017068355.1	207840	1191180	1995099
GCF_000261045.2	5445260	2692020	5474685
GCF_000284575.1	2230	1051890	2015626
GCF_000258685.1	2570	1344390	2715000
GCF_000259345.1	461210	11560	919477
GCF_000387485.1	2430	556010	1140481
GCF_000813285.1	2430	553250	1137653
GCF_000284395.1	2380	2075320	4242774
GCF_000391485.2	3146210	1527370	3152103
GCF_000259175.1	2200690	1770	4402109
GCF_001683395.1	3152030	710020	4902106
GCF_009914275.1	4925430	2483140	4957373
GCF_000336405.1	243750	1689850	2635572
GCF_000348705.1	1716870	783500	2073383
GCF_000286675.1	964050	489860	964110
GCF_000286695.1	953930	479090	953989
GCF_000286715.1	986110	502050	986257
GCF_000286735.1	964770	484280	965525
GCF_000286755.1	939790	470790	939844
GCF_000286775.1	938810	473900	938869
GCF_000286795.1	976270	502900	976412
GCF_000286815.1	926590	473860	926650
GCF_002950575.1	127830	1004140	1760810
GCF_001277215.2	2460	2043570	4294639
GCF_001277235.1	4429930	2170910	4431067
GCF_001277195.1	4050330	1890640	4364114
GCF_000258365.1	360	2374190	4750465
GCF_000280865.2	37510	4335540	7901452
GCF_001433715.1	4083190	1815860	4686200
GCF_000723465.1	312130	1540980	2240877
GCF_003073515.1	4879800	2416080	4914635
