assembly_accession	species	subsp	strain
GCF_000625695.2	Salmonella enterica	enterica serovar Enteritidis	SA20094682
GCF_000623535.2	Salmonella enterica	enterica serovar Enteritidis	SA20084384
GCF_000626495.1	Salmonella enterica	enterica serovar Enteritidis	SA20084824
GCF_000626515.1	Salmonella enterica	enterica serovar Enteritidis	SA20094177
GCF_000626475.1	Salmonella enterica	enterica serovar Enteritidis	SA20084644
GCF_000625735.1	Salmonella enterica	enterica serovar Enteritidis	SA20100239
GCF_000968795.1	Salmonella enterica	enterica serovar Enteritidis	SA20100349
GCF_000624815.2	Salmonella enterica	enterica serovar Enteritidis	SA20121703
GCF_000624115.2	Salmonella enterica	enterica serovar Enteritidis	SA20094521
GCF_000623735.2	Salmonella enterica	enterica serovar Enteritidis	SA19981522
GCF_000623395.2	Salmonella enterica	enterica serovar Enteritidis	SA19981857
GCF_000623615.2	Salmonella enterica	enterica serovar Enteritidis	SA19960848
GCF_000625855.1	Salmonella enterica	enterica serovar Enteritidis	SA20082034
GCF_000625655.1	Salmonella enterica	enterica serovar Enteritidis	SA20085285
GCF_000623515.2	Salmonella enterica	enterica serovar Enteritidis	SA20083636
GCF_000624055.2	Salmonella enterica	enterica serovar Enteritidis	SA20094352
GCF_000624255.1	Salmonella enterica	enterica serovar Enteritidis	SA20095440
GCF_000623575.2	Salmonella enterica	enterica serovar Enteritidis	SA19942384
GCF_000623595.2	Salmonella enterica	enterica serovar Enteritidis	SA19943269
GCF_000625995.2	Salmonella enterica	enterica serovar Enteritidis	SA20123395
GCF_000623695.2	Salmonella enterica	enterica serovar Enteritidis	SA19971331
GCF_000623635.2	Salmonella enterica	enterica serovar Enteritidis	SA19961622
GCF_000623435.2	Salmonella enterica	enterica serovar Enteritidis	SA19983126
GCF_000623475.1	Salmonella enterica	enterica serovar Enteritidis	SA19994216
GCF_000623555.2	Salmonella enterica	enterica serovar Enteritidis	SA19930684
GCF_000626455.1	Salmonella enterica	enterica serovar Enteritidis	SA19940857
GCF_000623415.2	Salmonella enterica	enterica serovar Enteritidis	SA19982831
GCF_000624215.2	Salmonella enterica	enterica serovar Enteritidis	SA20094803
GCF_000624035.2	Salmonella enterica	enterica serovar Enteritidis	SA20094350
GCF_000626535.1	Salmonella enterica	enterica serovar Enteritidis	SA20094301
GCF_000623495.2	Salmonella enterica	enterica serovar Enteritidis	SA20083456
GCF_000624235.2	Salmonella enterica	enterica serovar Enteritidis	SA20095309
GCF_000624195.2	Salmonella enterica	enterica serovar Enteritidis	SA20092320
GCF_000623935.2	Salmonella enterica	enterica serovar Enteritidis	SA20093784
GCF_000623995.2	Salmonella enterica	enterica serovar Enteritidis	SA20093977
GCF_000623955.2	Salmonella enterica	enterica serovar Enteritidis	SA20093788
GCF_000623875.2	Salmonella enterica	enterica serovar Enteritidis	SA20093430
GCF_000625375.2	Salmonella enterica	enterica serovar Enteritidis	SA20090435
GCF_000623855.2	Salmonella enterica	enterica serovar Enteritidis	SA20093421
GCF_000624095.2	Salmonella enterica	enterica serovar Enteritidis	SA20094389
GCF_000624075.2	Salmonella enterica	enterica serovar Enteritidis	SA20094383
GCF_000625355.1	Salmonella enterica	enterica serovar Enteritidis	SA20090419
GCF_000624135.2	Salmonella enterica	enterica serovar Enteritidis	SA20094642
GCF_000623975.2	Salmonella enterica	enterica serovar Enteritidis	SA20093950
GCF_000623915.2	Salmonella enterica	enterica serovar Enteritidis	SA20093543
GCF_000623815.2	Salmonella enterica	enterica serovar Enteritidis	SA20090877
GCF_000623895.2	Salmonella enterica	enterica serovar Enteritidis	SA20093538
GCF_000623835.2	Salmonella enterica	enterica serovar Enteritidis	SA20091739
GCF_000624015.2	Salmonella enterica	enterica serovar Enteritidis	SA20094079
GCF_000624715.1	Salmonella enterica	enterica serovar Enteritidis	EC20121541
GCF_000625275.2	Salmonella enterica	enterica serovar Enteritidis	EC20121825
GCF_000625295.2	Salmonella enterica	enterica serovar Enteritidis	EC20121826
GCF_000624455.2	Salmonella enterica	enterica serovar Enteritidis	EC20120213
GCF_000626095.2	Salmonella enterica	enterica serovar Enteritidis	EC20120200
GCF_000624695.1	Salmonella enterica	enterica serovar Enteritidis	EC20121004
GCF_000625175.2	Salmonella enterica	enterica serovar Enteritidis	EC20120963
GCF_000625075.2	Salmonella enterica	enterica serovar Enteritidis	EC20120776
GCF_000625055.2	Salmonella enterica	enterica serovar Enteritidis	EC20120775
GCF_000625535.1	Salmonella enterica	enterica serovar Enteritidis	EC20120685
GCF_000624375.2	Salmonella enterica	enterica serovar Enteritidis	EC20111576
GCF_000623215.2	Salmonella enterica	enterica serovar Enteritidis	EC20120544
GCF_000624655.2	Salmonella enterica	enterica serovar Enteritidis	EC20120528
GCF_000624315.2	Salmonella enterica	enterica serovar Enteritidis	EC20111515
GCF_000624295.2	Salmonella enterica	enterica serovar Enteritidis	EC20111514
GCF_000624915.2	Salmonella enterica	enterica serovar Enteritidis	EC20121751
GCF_000624895.2	Salmonella enterica	enterica serovar Enteritidis	EC20121750
GCF_000625235.2	Salmonella enterica	enterica serovar Enteritidis	EC20120970
GCF_000623235.2	Salmonella enterica	enterica serovar Enteritidis	EC20120548
GCF_000624635.2	Salmonella enterica	enterica serovar Enteritidis	EC20120505
GCF_000624615.2	Salmonella enterica	enterica serovar Enteritidis	EC20120498
GCF_000624515.2	Salmonella enterica	enterica serovar Enteritidis	EC20120240
GCF_000624495.2	Salmonella enterica	enterica serovar Enteritidis	EC20120229
GCF_000624475.2	Salmonella enterica	enterica serovar Enteritidis	EC20120219
GCF_000626555.2	Salmonella enterica	enterica serovar Enteritidis	EC20111510
GCF_000625615.2	Salmonella enterica	enterica serovar Enteritidis	EC20120722
GCF_000624935.2	Salmonella enterica	enterica serovar Enteritidis	EC20121753
GCF_000624555.2	Salmonella enterica	enterica serovar Enteritidis	EC20120469
GCF_000625595.1	Salmonella enterica	enterica serovar Enteritidis	EC20120697
GCF_000624835.2	Salmonella enterica	enterica serovar Enteritidis	EC20121744
GCF_000625775.2	Salmonella enterica	enterica serovar Enteritidis	EC20121765
GCF_000624575.2	Salmonella enterica	enterica serovar Enteritidis	EC20120496
GCF_000624735.2	Salmonella enterica	enterica serovar Enteritidis	EC20121542
GCF_000625195.2	Salmonella enterica	enterica serovar Enteritidis	EC20120968
GCF_000625755.1	Salmonella enterica	enterica serovar Enteritidis	EC20120677
GCF_000624875.2	Salmonella enterica	enterica serovar Enteritidis	EC20121748
GCF_000624775.2	Salmonella enterica	enterica serovar Enteritidis	EC20121672
GCF_000626435.2	Salmonella enterica	enterica serovar Enteritidis	EC20121747
GCF_000624855.2	Salmonella enterica	enterica serovar Enteritidis	EC20121746
GCF_000624995.2	Salmonella enterica	enterica serovar Enteritidis	EC20120765
GCF_000624755.2	Salmonella enterica	enterica serovar Enteritidis	EC20121671
GCF_000623255.2	Salmonella enterica	enterica serovar Enteritidis	EC20120555
GCF_000624335.2	Salmonella enterica	enterica serovar Enteritidis	EC20111554
GCF_000624595.2	Salmonella enterica	enterica serovar Enteritidis	EC20120497
GCF_000624675.1	Salmonella enterica	enterica serovar Enteritidis	EC20120994
GCF_000624155.2	Salmonella enterica	enterica serovar Enteritidis	EC20120916
GCF_000625255.2	Salmonella enterica	enterica serovar Enteritidis	EC20121812
GCF_000624355.2	Salmonella enterica	enterica serovar Enteritidis	EC20111561
GCF_000625975.2	Salmonella enterica	enterica serovar Enteritidis	EC20122045
GCF_000625955.2	Salmonella enterica	enterica serovar Enteritidis	EC20122033
GCF_000625935.2	Salmonella enterica	enterica serovar Enteritidis	EC20122031
GCF_000625915.2	Salmonella enterica	enterica serovar Enteritidis	EC20122026
GCF_000625895.2	Salmonella enterica	enterica serovar Enteritidis	EC20122022
GCF_000625875.2	Salmonella enterica	enterica serovar Enteritidis	EC20121990
GCF_000625815.2	Salmonella enterica	enterica serovar Enteritidis	EC20121989
GCF_000625795.2	Salmonella enterica	enterica serovar Enteritidis	EC20121986
GCF_000625635.2	Salmonella enterica	enterica serovar Enteritidis	EC20121976
GCF_000625335.2	Salmonella enterica	enterica serovar Enteritidis	EC20121970
GCF_000625315.2	Salmonella enterica	enterica serovar Enteritidis	EC20121969
GCF_000625715.2	Salmonella enterica	enterica serovar Enteritidis	EC20100131
GCF_000625395.2	Salmonella enterica	enterica serovar Enteritidis	EC20090530
GCF_000968775.2	Salmonella enterica	enterica serovar Enteritidis	EC20100100
GCF_000625675.2	Salmonella enterica	enterica serovar Enteritidis	EC20090195
GCF_000626015.2	Salmonella enterica	enterica serovar Enteritidis	EC20130345
GCF_000626035.2	Salmonella enterica	enterica serovar Enteritidis	EC20130346
GCF_000626055.1	Salmonella enterica	enterica serovar Enteritidis	EC20130347
GCF_000626075.2	Salmonella enterica	enterica serovar Enteritidis	EC20130348
GCF_000623055.1	Salmonella enterica	enterica serovar Enteritidis	EC20121175
GCF_000623075.1	Salmonella enterica	enterica serovar Enteritidis	EC20121176
GCF_000624175.1	Salmonella enterica	enterica serovar Enteritidis	EC20121177
GCF_000623095.1	Salmonella enterica	enterica serovar Enteritidis	EC20121178
GCF_000623115.2	Salmonella enterica	enterica serovar Enteritidis	EC20121179
GCF_000623135.1	Salmonella enterica	enterica serovar Enteritidis	EC20121180
GCF_000625415.2	Salmonella enterica	enterica serovar Enteritidis	EC20100088
GCF_000625435.2	Salmonella enterica	enterica serovar Enteritidis	EC20100089
GCF_000626695.2	Salmonella enterica	enterica serovar Enteritidis	EC20100325
GCF_000625835.2	Salmonella enterica	enterica serovar Enteritidis	EC20120051
GCF_000624535.2	Salmonella enterica	enterica serovar Enteritidis	EC20120356
GCF_000625455.2	Salmonella enterica	enterica serovar Enteritidis	EC20120580
GCF_000625475.2	Salmonella enterica	enterica serovar Enteritidis	EC20120581
GCF_000625495.2	Salmonella enterica	enterica serovar Enteritidis	EC20120590
GCF_000625515.2	Salmonella enterica	enterica serovar Enteritidis	EC20120597
GCF_000625555.2	Salmonella enterica	enterica serovar Enteritidis	EC20120686
GCF_000625575.2	Salmonella enterica	enterica serovar Enteritidis	EC20120687
GCF_000624955.2	Salmonella enterica	enterica serovar Enteritidis	EC20120734
GCF_000624975.2	Salmonella enterica	enterica serovar Enteritidis	EC20120738
GCF_000625015.2	Salmonella enterica	enterica serovar Enteritidis	EC20120773
GCF_000625035.2	Salmonella enterica	enterica serovar Enteritidis	EC20120774
GCF_000625095.2	Salmonella enterica	enterica serovar Enteritidis	EC20120917
GCF_000625115.2	Salmonella enterica	enterica serovar Enteritidis	EC20120918
GCF_000625135.2	Salmonella enterica	enterica serovar Enteritidis	EC20120925
GCF_000624795.2	Salmonella enterica	enterica serovar Enteritidis	EC20121689
GCF_000625155.2	Salmonella enterica	enterica serovar Enteritidis	EC20120927
GCF_000626415.2	Salmonella enterica	enterica serovar Enteritidis	EC20120929
GCF_000625215.2	Salmonella enterica	enterica serovar Enteritidis	EC20120969
GCF_000765435.1	Escherichia coli		FAP1
GCF_000495495.1	Anaplasma marginale		str. Gypsy Plains
GCF_000495535.1	Anaplasma marginale		str. Dawn
GCF_000558985.1	Bacillus anthracis		9080-G
GCF_000558965.1	Bacillus anthracis		8903-G
GCF_000559005.1	Bacillus anthracis		52-G
GCF_000494835.1	Bacillus amyloliquefaciens		CC178
GCF_000597985.1	Paenibacillus polymyxa		SQR-21
GCF_000576535.1	Acinetobacter baumannii		PKAB07
GCF_015160855.1	Streptomyces ferrugineus		CCTCC AA2014009
GCF_002117145.1	Nucleicultrix amoebiphila		FS5
GCF_000508265.1	Bacillus amyloliquefaciens		LFB112
GCF_000523235.1	Nocardia nova		SH22a
GCF_000497485.1	Bacillus subtilis		PY79
GCF_000504045.1	Pseudomonas aeruginosa		MTB-1
GCF_000709555.1	Walczuchella monophlebidarum		FNIIJ
GCF_000508245.1	Mycoplasma ovis		str. Michigan
GCF_000789355.1	Clostridium botulinum		202F
GCF_000789395.1	Clostridium baratii		str. Sullivan
GCF_000521285.1	Streptococcus thermophilus		TH1435
GCF_000496285.1	Bacillus toyonensis		BCT-7112T
GCF_002157895.1	Oceanisphaera profunda		SM1222
GCF_000583045.1	Ensifer adhaerens		OV14
GCF_000590495.2	Pandoraea pnomenusa		3kgm soil
GCF_001019645.1	Aeromonas hydrophila		NJ-35
GCF_001634365.1	Paraburkholderia phytofirmans		OLGA172
GCF_003546665.1	Bacillus thuringiensis		LM1212
GCF_000816845.1	Rhizobium gallicum		bv. gallicum R602
GCF_000635955.1	Aeromonas hydrophila		pc104A PC-104A
GCF_000819505.1	Aeromonas hydrophila		J-1
GCF_000598005.1	Klebsiella pneumoniae		30660/NJST258_1
GCF_000597905.1	Klebsiella pneumoniae		30684/NJST258_2
GCF_000828695.1	Pseudomonas protegens		Cab57
GCF_000829215.1	Vibrio cholerae		MS6
GCF_002116735.1	Marinobacter salarius		SMR5
GCF_003986605.1	Marinobacter salarius		HL2708#2
GCF_000707925.2	Streptomyces rimosus		R6-500
GCF_000632395.1	Enterobacter asburiae		L1
GCF_016859165.1	Pseudomonas granadensis		CT364
GCF_900105485.1	Pseudomonas granadensis		LMG 27940
GCF_000691545.1	Borreliella garinii		SZ
GCF_000685725.1	Bacillus velezensis		SQR9
GCF_001721165.1	Bacillus thuringiensis		Bt18247
GCF_000511385.1	Phaeobacter gallaeciensis		DSM 26640
GCF_000521305.1	Streptococcus thermophilus		TH1436
GCF_002849895.1	Lactobacillus alimentarius		DSM 20249
GCF_001936335.1	Amylolactobacillus amylophilus		DSM 20533 = JCM 1125
GCF_002706375.1	Lactobacillus amylovorus		DSM 20531
GCF_000829055.1	Lactobacillus casei		DSM 20011 = JCM 1134 = ATCC 393
GCF_900015005.1	Lactobacillus oligofermentans		DSM 15707 = LMG 22743 LACOL
GCF_002706705.1	Lactobacillus coryniformis	torquens DSM 20004 = KCTC 3535	DSM 20004
GCF_001908495.1	Lactobacillus delbrueckii	delbrueckii DSM 20074 = JCM 1012	DSM 20074
GCF_002370355.1	Lactobacillus sakei	sakei DSM 20017 = JCM 1157	LT-13
GCF_000590795.1	Brucella ceti		TE10759-12
GCF_000508225.1	Ehrlichia muris		AS145
GCF_001750685.1	Geosporobacter ferrireducens		IRF9
GCF_005083985.2	Cetia pacifica		TB6
GCF_000828955.1	Helicobacter pylori		NY40
GCF_000510305.1	Pseudomonas aeruginosa		SCV20265
GCF_001682155.1	Pseudothioglobus singularis		GG2
GCF_000816045.1	Dickeya zeae		EC1
GCF_000508025.1	Chlamydia pecorum		IPTaLE
GCF_000508045.1	Chlamydia pecorum		MC/MarsBar
GCF_000508005.1	Chlamydia pecorum		DBDeUG
GCF_000508065.1	Chlamydia pecorum		VR629
GCF_904810325.1	Mycobacterium tuberculosis		variant microti OV254 vole
GCF_000782855.1	Streptococcus agalactiae		CNCTC 10/84
GCF_000786505.1	Mycobacterium tuberculosis		49-02
GCF_900659885.1	Tessaracoccus lapidicaptus		TLA_E
GCF_000582535.1	Hepatoplasma crinochetorum		Av
GCF_000506785.4	Clostridium beijerinckii		NRRL B-598
GCF_018138125.1	Exiguobacterium alkaliphilum		B-3531D
GCF_000568495.1	Vibrio parahaemolyticus		UCM-V493
GCF_000507205.3	Paenibacillus polymyxa		CR1
GCF_001879565.1	Ralstonia solanacearum		OE1-1
GCF_000513295.1	Magnetospirillum gryphiswaldense		MSR-1 v2
GCF_010731855.1	Mycolicibacterium anyangense		JCM 30275
GCF_001991095.1	Helicobacter pylori		PMSS1
GCF_001941445.1	Corynebacterium aquilae		DSM 44791 S-613
GCF_000507225.1	Chlamydia trachomatis		C/TW-3
GCF_000816125.1	Rhizobium etli		bv. phaseoli str. IE4803
GCF_000830925.1	Dehalococcoides mccartyi		CG1
GCF_000830905.1	Dehalococcoides mccartyi		CG4
GCF_000830885.1	Dehalococcoides mccartyi		CG5
GCF_000524575.1	Francisella tularensis	holarctica PHIT-FT049	PHIT-FT049
GCF_003584645.1	Methylocaldum marinum		S8
GCF_001318185.1	Vibrio cholerae		O1 str. KW3
GCF_000521655.1	Mannheimia varigena		USDA-ARS-USMARC-1296
GCF_000521325.1	Streptococcus thermophilus		MTH17CL396
GCF_000521265.1	Streptococcus thermophilus		M17PTZA496
GCF_003627155.1	Streptococcus gwangjuense		KCOM 1679 (=ChDC B345)
GCF_900105655.1	Pseudomonas salegens		CECT 8338
GCF_004000605.1	Glycocaulis alkaliphilus		6B-8
GCF_000521695.1	Mannheimia varigena		USDA-ARS-USMARC-1312
GCF_000521685.1	Mannheimia varigena		USDA-ARS-USMARC-1388
GCF_001593785.1	Bacillus amyloliquefaciens		UMAF6614
GCF_000830945.1	Chlamydia muridarum		str. Nigg3 CMUT3-5
GCF_000830965.1	Chlamydia muridarum		str. Nigg CM972
GCF_000510285.1	Pseudomonas monteilii		SB3078
GCF_000512145.1	Borrelia parkeri		HR1
GCF_000816065.1	Trueperella pyogenes		TP8
GCF_000576515.1	Agrobacterium tumefaciens		LBA4213 (Ach5)
GCF_000510325.1	Pseudomonas monteilii		SB3101
GCF_001547935.1	Vibrio tritonius		AM2
GCF_000511305.1	Rhodococcus pyridinivorans		SB3094
GCF_000770495.1	Burkholderia pseudomallei		TSV 48
GCF_000770475.1	Burkholderia pseudomallei		MSHR3965
GCF_000725305.1	Escherichia coli		KLY
GCF_000836675.1	Streptococcus thermophilus		TH985
GCF_000572065.1	Streptococcus thermophilus		TH982
GCF_000836595.1	Streptococcus thermophilus		1F8CT
GCF_000770395.1	Burkholderia pseudomallei		MSHR62
GCF_000775165.1	Burkholderia pseudomallei		MSHR435
GCF_000770415.1	Burkholderia pseudomallei		MSHR2243
GCF_001956795.1	Pasteurella multocida	multocida	HN07
GCF_000572095.1	Streptococcus thermophilus		TH1477
GCF_000770435.1	Burkholderia pseudomallei		MSHR1153
GCF_000732425.1	Streptococcus pyogenes		STAB902
GCF_000732345.1	Streptococcus pyogenes		STAB1102
GCF_900129425.1	Bradyrhizobium erythrophlei		GAS138
GCF_900129505.1	Bradyrhizobium erythrophlei		GAS242
GCF_900142985.1	Bradyrhizobium erythrophlei		GAS401
GCF_000817065.1	Streptococcus mutans		UA159-FR
GCF_000730305.1	Xanthomonas euvesicatoria		pv. allii CFBP 6369
GCF_001013905.1	Streptomyces leeuwenhoekii		type strain (C34 = DSM 42122 = NRRL B-24963)
GCF_002715865.1	Bifidobacterium asteroides		DSM 20089
GCF_001263395.1	Bifidobacterium actinocoloniiforme		DSM 22766
GCF_000953355.1	Xenorhabdus nematophila		AN6/1
GCF_000612685.1	Castellaniella defragrans		65Phen
GCF_000613085.1	Listeria monocytogenes		R479a
GCF_000827085.1	Mycobacterium tuberculosis		H37RvSiena
GCF_001941505.1	Corynebacterium sphenisci		DSM 44792
GCF_001941485.1	Corynebacterium frankenforstense		DSM 45800 ST18
GCF_001564415.1	Xanthomonas phaseoli		pv. dieffenbachiae LMG 695
GCF_002688625.1	Xanthomonas citri		pv. anacardii CFBP 2913
GCF_000770515.1	Burkholderia pseudomallei		K42
GCF_000770455.1	Burkholderia pseudomallei		B03
GCF_000770535.1	Burkholderia pseudomallei		A79A
GCF_000512125.1	Escherichia albertii		KF1
GCF_001887595.1	Luteibacter rhizovicinus		DSM 16549 LJ96
GCF_001278705.1	Bacillus gobiensis		FJAT-4402
GCF_000733995.1	Mycoplasma pneumoniae		M29
GCF_009936215.1	Athalassotoga saccharophila		NAS-01
GCF_016592555.1	Neptunomonas japonica		JAMM 1380
GCF_000730165.1	Nitrospirillum amazonense		CBAmc CBAmC
GCF_001610755.1	Escherichia coli		str. Sanji
GCF_000695975.1	Leptospirillum ferriphilum		YSK
GCF_000517305.1	Pseudomonas cichorii		JBC1
GCF_000520015.2	Chania multitudinisentens		RB-25
GCF_013377275.1	Vespertiliibacter pulmonis		CCUG 64585
GCF_000597945.1	Yersinia enterocolitica		LC20
GCF_000760905.2	Rhodococcus fascians		A21d2
GCF_000760935.2	Rhodococcus fascians		A25f
GCF_006742785.1	Nitrosomonas stercoris		KYUHI-S
GCF_003352785.1	Xylella taiwanensis		PLS235
GCF_013177435.1	Xylella taiwanensis		PLS229
GCF_000940805.1	Gynuella sunshinyii		YC6258
GCF_000828995.1	Mycobacterium tuberculosis		str. Kurono
GCF_000582665.1	Lactobacillus paracasei		N1115
GCF_002741435.1	Escherichia coli		O169:H41 2014EL-1345-2
GCF_002741495.1	Escherichia coli		O169:H41 F6326-C1
GCF_002741175.1	Escherichia coli		O25:NM 2014EL-1343-2
GCF_002269325.1	Escherichia coli		O6:H16 2011EL-1370-2
GCF_002741195.1	Escherichia coli		O6:H16 2014EL-1346-6
GCF_002741575.1	Escherichia coli		O6:H16 M9682-C1
GCF_008000755.1	Youhaiella tibetensis		fig4
GCF_001183765.1	Chlamydia trachomatis		D/CS637/11
GCF_000800475.2	Bifidobacterium pseudolongum		PV8-2
GCF_000800455.1	Bifidobacterium kashiwanohense		PV20-2
GCF_000612075.2	Aeromonas hydrophila		YL17
GCF_000524595.1	Pseudomonas aeruginosa		YL84
GCF_013201645.1	Campylobacter corcagiensis		LMG 27932
GCF_014931055.1	Campylobacter corcagiensis		2016D-0077
GCF_000583065.1	Bacillus velezensis		TrigoCor1448
GCF_001042545.2	Francisella orientalis		FNO24
GCF_001856165.1	Lactococcus lactis	cremoris IBB477	IBB477
GCF_000751035.1	Staphylococcus epidermidis		PM221
GCF_000525635.1	Kutzneria albida		DSM 43870
GCF_000959445.1	Burkholderia vietnamiensis		LMG 10929
GCF_000832785.1	Bacillus anthracis		str. V770-NP-1R
GCF_002843135.1	Corynebacterium diphtheriae		bv. mitis str. ISS 3319
GCF_000833355.1	Francisella tularensis	novicida D9876	D9876
GCF_001050455.1	Bacillus megaterium		Q3
GCF_000835125.1	Mycobacterium tuberculosis		18b
GCF_000754405.1	Flavobacterium psychrophilum		FPG3
GCF_000754365.1	Flavobacterium psychrophilum		FPG101
GCF_000833275.1	Bacillus anthracis		str. Turkey32 35
GCF_000833165.1	Francisella tularensis	novicida F6168	F6168
GCF_000835025.1	Bacillus thuringiensis		HD1002
GCF_000025125.1	Atelocyanobacterium thalassa		isolate ALOHA
GCF_000834395.1	Yersinia aldovae		670-83
GCF_000597785.2	Hafnia alvei		FB1
GCF_000816425.1	Campylobacter lari		RM16712
GCF_000816405.1	Campylobacter lari		RM16701
GCF_000973605.1	Bacillus subtilis		HJ5
GCF_000941055.1	Siansivirga zeaxanthinifaciens		CC-SAMT-1
GCF_000831385.1	Nonlabens marinus		S1-08
GCF_001854205.1	Moorea producens		JHB
GCF_000834215.1	Yersinia frederiksenii		Y225
GCF_000832385.1	Bacillus cereus		D17
GCF_001620155.1	Salmonella enterica	enterica serovar Anatum	USDA-ARS-USMARC-1783
GCF_001620205.2	Salmonella enterica	enterica serovar Anatum	USDA-ARS-USMARC-1727 SAN1261-1
GCF_000988525.3	Salmonella enterica	enterica serovar Anatum	USDA-ARS-USMARC-1735 SAN2113-2
GCF_001620115.1	Salmonella enterica	enterica serovar Anatum	USDA-ARS-USMARC-1736
GCF_001620225.1	Salmonella enterica	enterica serovar Anatum	USDA-ARS-USMARC-1676 SAN082
GCF_001623545.2	Salmonella enterica	enterica serovar Anatum	USDA-ARS-USMARC-1677
GCF_001623585.1	Salmonella enterica	enterica serovar Anatum	USDA-ARS-USMARC-1728
GCF_000963535.2	Salmonella enterica	enterica serovar Anatum	USDA-ARS-USMARC-1175
GCF_000940895.2	Salmonella enterica	enterica serovar Anatum	CDC 06-0532
GCF_001620135.2	Salmonella enterica	enterica serovar Anatum	USDA-ARS-USMARC-1765
GCF_001623625.1	Salmonella enterica	enterica serovar Anatum	USDA-ARS-USMARC-1766
GCF_001623665.2	Salmonella enterica	enterica serovar Anatum	USDA-ARS-USMARC-1781
GCF_002761355.1	Salmonella enterica	enterica serovar Montevideo	USDA-ARS-USMARC-1901
GCF_002761335.1	Salmonella enterica	enterica serovar Montevideo	USDA-ARS-USMARC-1900
GCF_002761395.1	Salmonella enterica	enterica serovar Montevideo	USDA-ARS-USMARC-1912
GCF_004328785.1	Salmonella enterica	enterica serovar Montevideo	USDA-ARS-USMARC-1913
GCF_000940975.1	Salmonella enterica	enterica serovar Montevideo	USDA-ARS-USMARC-1903
GCF_002761375.1	Salmonella enterica	enterica serovar Montevideo	USDA-ARS-USMARC-1904
GCF_000973665.2	Salmonella enterica	enterica serovar Montevideo	CDC 86-0391 B94-007410
GCF_002761415.1	Salmonella enterica	enterica serovar Montevideo	CDC 07-0954
GCF_002761435.1	Salmonella enterica	enterica serovar Montevideo	CDC 08-1942
GCF_003054535.1	Salmonella enterica	enterica serovar Montevideo	CDC 2009K-0792
GCF_002761455.1	Salmonella enterica	enterica serovar Montevideo	CDC 2011K-1674
GCF_002761475.1	Salmonella enterica	enterica serovar Montevideo	CDC 2012K-1544
GCF_002761495.1	Salmonella enterica	enterica serovar Montevideo	CDC 2013K-0218
GCF_003071485.1	Salmonella enterica	enterica serovar Montevideo	CDC 2010K-0257
GCF_004136175.1	Salmonella enterica	enterica serovar Newport	CDC 2012K-0938
GCF_004328805.1	Salmonella enterica	enterica serovar Newport	USDA-ARS-USMARC-1923
GCF_004136055.1	Salmonella enterica	enterica serovar Newport	USDA-ARS-USMARC-1924
GCF_004136075.1	Salmonella enterica	enterica serovar Newport	USDA-ARS-USMARC-1925
GCF_004136095.1	Salmonella enterica	enterica serovar Newport	USDA-ARS-USMARC-1926
GCF_000940935.2	Salmonella enterica	enterica serovar Newport	USDA-ARS-USMARC-1927
GCF_004136135.1	Salmonella enterica	enterica serovar Newport	USDA-ARS-USMARC-1928
GCF_004136155.1	Salmonella enterica	enterica serovar Newport	USDA-ARS-USMARC-1929
GCF_004136035.1	Salmonella enterica	enterica serovar Newport	CDC 2009K-1331
GCF_000973685.2	Salmonella enterica	enterica serovar Newport	CDC 2010K-2159
GCF_004136115.1	Salmonella enterica	enterica serovar Newport	CDC 2012K-0663 USDA-ARS-USMARC-1936
GCF_001623725.1	Salmonella enterica	enterica serovar Typhimurium	USDA-ARS-USMARC-1808 ST1126-1
GCF_001623705.1	Salmonella enterica	enterica serovar Typhimurium	USDA-ARS-USMARC-1880 ST13123
GCF_001623845.1	Salmonella enterica	enterica serovar Typhimurium	USDA-ARS-USMARC-1896 ST03-F34
GCF_001623765.2	Salmonella enterica	enterica serovar Typhimurium	USDA-ARS-USMARC-1898 ST073
GCF_000941015.2	Salmonella enterica	enterica serovar Typhimurium	USDA-ARS-USMARC-1899
GCF_001623825.2	Salmonella enterica	enterica serovar Typhimurium	CDC H2662
GCF_001623645.2	Salmonella enterica	enterica serovar Typhimurium	CDC 2010K-1587 USDA-ARS-USMARC-1908
GCF_000973645.1	Salmonella enterica	enterica serovar Typhimurium	CDC 2011K-0870
GCF_001623685.1	Salmonella enterica	enterica serovar Typhimurium	CDC 2011K-1702 USDA-ARS-USMARC-1910
GCF_001623805.1	Salmonella enterica	enterica serovar Typhimurium	CDC 2009K-1640 USDA-ARS-USMARC-1906
GCF_001623775.1	Salmonella enterica	enterica serovar Typhimurium	CDC 2009K-2059
GCF_001623745.2	Salmonella enterica	enterica serovar Typhimurium	USDA-ARS-USMARC-1810
GCF_001077795.1	Riemerella anatipestifer		Yb2
GCF_000786735.1	Acinetobacter baumannii		LAC-4
GCF_001578435.2	Pasteurella multocida	multocida PMTB2.1	PMTB2.1
GCF_000590535.2	Yersinia pestis		EV NIIEG
GCF_003573915.1	Blattabacterium cuenoti		STAT
GCF_002355135.1	Blattabacterium cuenoti		BPAY
GCF_003573935.1	Blattabacterium punctulatus		CPU2
GCF_002007725.1	Chlamydia gallinacea		JX-1
GCF_000568475.1	Listeria monocytogenes		WSLC1001
GCF_000568935.1	Listeria monocytogenes		WSLC1042
GCF_000565155.1	Listeria ivanovii		WSLC3009
